system:index,B1,B11,B12,B2,B3,B4,B5,B8,B4/B11+B12,B3/B5,B2+b3/B1+B2+B4,B3+B5/B1+B4,B3/(b1+b4),B12/B11,B11/B12,B3/B4,B4/B3,B4/B1,(B3+B4)/B3,(B2+B3)/(B1+B4),DQO_TOT,P_TOT,pH_CAMPO,OD_mg/L,TURBIEDAD,SST,SDT,COLOR_VER,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,n_images,nombre,range_end,range_start,target_date,.geo
15_2,0.1567,0.109449998,0.061949998,0.126849994,0.115199998,0.08625,0.10125,0.192699999,0.503208879,1.137777755,0.654542986,0.890924052,0.792875977,0.566011873,1.473821937,1.337041137,0.747920144,1.457050242,1.747920144,1.691952459,129.05,3.90181,7.4,3.11,60,54.5,1324.16,40,31.665638,0.004,0.0537,7.89142,39,39,8,Punto_3,7/9/2018,5/9/2018,6/8/2018,"{""type"":""Point"",""coordinates"":[-100.28059,25.80205]}"
16_2,0.126800001,0.085699998,0.0462,0.091200002,0.070100002,0.0526,0.062700003,0.056400001,0.398786968,1.1180223,0.596082787,0.740245289,0.777327933,0.539089859,1.431704008,1.335652156,0.748697927,1.392251853,1.748697927,1.633265827,65.29,2.56361,7.6,6.2,26,26,1766.4,30,25.579832,0.348746,5.809213,0,31.737791,25.579832,3,Punto_3,11/8/2018,9/8/2018,10/8/2018,"{""type"":""Point"",""coordinates"":[-100.28059,25.80205]}"
17_2,0.128849998,0.087200001,0.050799999,0.091600001,0.070150003,0.054450002,0.066150002,0.058699999,0.394565228,1.06046864,0.588395793,0.743589772,0.709514192,0.582568794,1.479579975,1.332699656,0.750356613,1.138528146,1.750356613,1.632591132,58.51,3.6962,6.9,8.3,16,27,1734.4,40,34.918854,1.119425,2.868285,0.62711,39.533674,35.545964,6,Punto_3,12/13/2018,10/13/2018,11/12/2018,"{""type"":""Point"",""coordinates"":[-100.28059,25.80205]}"
18_2,0.130449995,0.078950003,0.047699999,0.090949997,0.069600001,0.050250001,0.062899999,0.08625,0.396762736,1.10651831,0.591017861,0.733259561,0.666508334,0.604179827,1.477637578,1.28833794,0.776193861,1.071850438,1.776193861,1.536817123,81.19,2.2881,7.8,6.6,33,40,1945.6,50,27.288797,0.774076,4.441631,0,32.504504,27.288797,4,Punto_3,2/14/2019,12/15/2018,1/14/2019,"{""type"":""Point"",""coordinates"":[-100.28059,25.80205]}"
0_3,0.142900005,0.162499994,0.112400003,0.1021,0.085100003,0.072099999,0.115000002,0.154599994,0.26227719,0.740000009,0.590350049,0.930697681,0.710566623,0.69169235,1.652311473,1.385074612,0.721982766,1.053459166,1.721982766,1.63910156,82,4.154123,7.4,6.13,33,46,1161.6,25,29.457109,0.502059,4.080553,1.548567,35.588288,31.005676,2,Punto_4,3/27/2016,1/26/2016,2/25/2016,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
1_3,0.148900002,0.225700006,0.152500004,0.114699997,0.110200003,0.095899999,0.153300002,0.260800004,0.253569531,0.718851932,0.625591101,1.076388903,0.461246623,0.675675674,0.879384678,1.180305191,0.847238501,0.641459046,1.847238501,1.014634152,96,3.753304,7.5,1.89,35,45,1811.2,25,11.436772,0.328579,1.948792,7.739169,21.453312,19.175941,2,Punto_4,5/13/2016,3/13/2016,4/12/2016,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
2_3,0.151500002,0.228200004,0.144999996,0.118100002,0.112350002,0.093950003,0.147599995,0.259350002,0.251741703,0.7611789,0.633888048,1.059075135,0.443639298,0.635407509,0.659725292,1.149113699,0.870235905,0.628852439,1.870235905,0.905394514,96.41,5.3888,8.2,7.32,32,43,1107.2,50,22.645325,0.007742,0.033297,3.740265,26.426629,26.38559,4,Punto_4,6/17/2016,4/17/2016,5/17/2016,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
3_3,0.154100001,0.230700001,0.137500003,0.1215,0.114500001,0.092,0.141900003,0.2579,0.249864202,0.806906263,0.642002178,1.041852917,0.470182056,0.596012147,0.66389132,1.195848833,0.836226095,0.647931076,1.836226095,0.964427726,9,0.054916,8,7.22,13,13,2572.8,13,0.164782,0.08513,3.319942,2.090625,5.660479,2.255407,2,Punto_4,7/24/2016,5/24/2016,6/23/2016,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
4_3,0.149700001,0.229399994,0.142700002,0.113200001,0.107299998,0.091499999,0.147799999,0.255199999,0.24590164,0.725981052,0.622178326,1.057628511,0.498910673,0.622057565,0.667967057,1.244565227,0.803493444,0.669090896,1.803493444,1.028322432,70.98,3.341066,8.3,7.92,28,48,1862.4,60,14.931744,0.136449,0.569382,0.973957,16.611532,15.905701,2,Punto_4,8/26/2016,6/26/2016,7/26/2016,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
5_3,0.146200001,0.175099999,0.084899999,0.119800001,0.101800002,0.088200003,0.127100006,0.182999998,0.339230783,0.800944119,0.625635235,0.976535853,0.458155414,0.48486579,0.652571948,1.172677589,0.852749306,0.641205313,1.852749306,0.941502985,18.78,1.53021,7,7.82,2.9,9,974.08,20,7.084556,2.853639,7.098924,0,17.037119,7.084556,2,Punto_4,10/5/2016,8/5/2016,9/4/2016,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
6_3,0.135000005,0.140000001,0.087399997,0.093599997,0.076099999,0.060600001,0.094599999,0.130799994,0.266490774,0.804439743,0.586791128,0.87269935,0.58809937,0.624285689,0.83495147,1.154194998,0.866404725,1.038869302,1.866404725,1.280184869,57.1,2.98322,7.5,6.17,9.6,22.3,1580.8,30,8.41787,0.78734,3.66339,1.57115,14.43975,9.98902,3,Punto_4,3/25/2017,1/23/2017,2/22/2017,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
7_3,0.141000003,0.197699994,0.132499993,0.100299999,0.100000001,0.079300001,0.147400007,0.197699994,0.240157494,0.678426031,0.62476606,1.123014089,0.51418919,0.67020737,0.964285748,1.255775537,0.796320657,0.693363885,1.796320657,1.146621613,76.88,2.114531758,7.1,7.22,19,20,914.56,50,13.83431,0.01794,0.78435,1.99194,16.62854,15.82625,3,Punto_4,5/5/2017,3/5/2017,4/4/2017,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
8_3,0.145950004,0.220850006,0.136199996,0.106550001,0.105250001,0.082900003,0.145750001,0.274100006,0.232180373,0.722126931,0.631484784,1.096788264,0.472143552,0.616708138,0.713201856,1.261034047,0.793000001,0.598490608,1.793000001,0.945703523,28.18,3.33484,7,6.63,7.5,10.7,1290.88,25,1.50024,1.8198,11.47205,1.51841,16.3105,3.01865,2,Punto_4,6/16/2017,4/16/2017,5/16/2017,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
9_3,0.149599999,0.214699998,0.13335,0.10695,0.103950001,0.078850001,0.139650002,0.257400006,0.226547914,0.7443609,0.628801434,1.066316494,0.480374266,0.621099212,0.660855787,1.269601902,0.787648474,0.608663767,1.787648474,0.966681894,32.11,1.9154,7.2,6.85,5.3,11,1235.84,25,7.83237,0.65286,7.81105,0.0003,16.29658,7.83267,2,Punto_4,7/28/2017,5/28/2017,6/27/2017,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
10_3,0.127499998,0.133100003,0.075199999,0.089299999,0.077,0.053800002,0.088399999,0.126599997,0.258281331,0.871040731,0.614560235,0.91230005,0.489868053,0.564988709,0.696786214,1.318325933,0.75853776,0.591301097,1.75853776,0.993873706,49.31,4.60003,7.3,6.97,4.8,9,1326.72,25,10.50805,0.942357,5.850658,0,17.301065,10.50805,1,Punto_4,9/8/2017,7/9/2017,8/8/2017,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
11_3,0.139349997,0.137099996,0.077,0.100249998,0.087549999,0.064850003,0.091799997,0.136999995,0.302895861,0.95370373,0.616850054,0.878305566,0.596899219,0.561633856,0.957926332,1.431226712,0.698701325,0.715425565,1.698701325,1.289147271,60,3.64336,7.4,3.66,13,13.67,1446.4,50,17.87655,0.34267,1.29709,0,19.51631,17.87655,4,Punto_4,10/19/2017,8/19/2017,9/18/2017,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
12_3,0.144350007,0.093199998,0.055300001,0.095849998,0.071800001,0.05455,0.078749999,0.0766,0.367340066,0.911746051,0.568787096,0.756912998,0.617201255,0.593347663,1.016411385,1.350038488,0.740719623,0.84220783,1.740719623,1.323933696,42.63,1.59701,7.4,4.73,12,17,1702.4,15,6.746825,0.49299,4.979726,1.12468,13.344221,7.871505,5,Punto_4,3/11/2018,1/9/2018,2/8/2018,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
13_3,0.137850001,0.125499994,0.076499999,0.094449997,0.084749997,0.064350002,0.088950001,0.127250001,0.318564376,0.952782417,0.604078859,0.859050419,0.653618576,0.609561773,1.54881985,1.316223677,0.759749287,0.986437586,1.759749287,1.526172038,44.83,4.67861,7.6,7.1,8.7,11.33,1009.92,50,13.7227,0.061352,0.305581,0,14.089633,13.7227,5,Punto_4,4/13/2018,2/11/2018,3/13/2018,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
14_3,0.155100003,0.158549994,0.094049998,0.117749996,0.109499998,0.084899999,0.115900002,0.205149993,0.336104521,0.944779949,0.635220114,0.939166662,0.601703916,0.593188275,1.098406442,1.317016234,0.759292083,0.841176506,1.759292083,1.272275424,31.33,3.55635,7.8,8.31,6.1,11,780.16,20,15.390627,0.842682,2.591877,6.74681,25.571996,22.137437,4,Punto_4,5/27/2018,3/27/2018,4/26/2018,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
15_3,0.150999993,0.177149996,0.102049999,0.111000001,0.107349999,0.078599997,0.122649997,0.252600014,0.281518618,0.875254802,0.641074592,1.00174219,0.611902768,0.576065488,0.978240357,1.289752643,0.77534247,0.902711338,1.77534247,1.269907789,38.5,2.61699,7.9,6.79,7.9,9,1396.48,25,26.565269,0.004,1.977,0,28,26,8,Punto_4,7/9/2018,5/9/2018,6/8/2018,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
16_3,0.123999998,0.084799998,0.0383,0.0911,0.069499999,0.055599999,0.055,0.0669,0.451665311,1.263636357,0.593276695,0.693207134,0.594243021,0.451650958,0.852384964,1.365776126,0.732184419,0.770210658,1.732184419,1.20869087,39.55,3.71058,7.1,9.18,11,16.33,1395.84,50,27.072903,0.7318,4.028619,0,32.131091,27.072903,3,Punto_4,11/8/2018,9/8/2018,10/8/2018,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
17_3,0.126800001,0.082699999,0.043749999,0.08935,0.067749999,0.052700002,0.064750001,0.069449998,0.416765539,1.046332025,0.584340703,0.738161552,0.740149097,0.529020552,1.46226417,1.250000017,0.799999989,1.451697089,1.799999989,1.710330151,96.44,4.7271,7.7,5.95,17,44.5,1593.6,50,27.682676,0.421523,1.720422,0.55456,30.379181,28.237236,6,Punto_4,12/13/2018,10/13/2018,11/12/2018,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
18_3,0.133200005,0.09725,0.055799998,0.090549998,0.065849997,0.049899999,0.0722,0.080200002,0.326037241,0.912049818,0.571532959,0.753959555,0.702436483,0.573778905,1.533252743,1.285578695,0.777859811,1.204571489,1.777859811,1.628823202,96.53,3.34901,7.7,6.12,55,71.5,1657.6,13,25.456268,0.66825,4.52956,0,30.654078,25.456268,4,Punto_4,2/14/2019,12/15/2018,1/14/2019,"{""type"":""Point"",""coordinates"":[-100.21237,25.830950000000005]}"
0_4,0.135900006,0.141599998,0.087899998,0.099799998,0.079300001,0.068700001,0.087899998,0.114200003,0.299346414,0.902161584,0.588370554,0.817204271,0.622989581,0.620762706,1.369665863,1.319639246,0.757782859,0.894265243,1.757782859,1.479659403,97,6.496741,8.1,7.15,29,40,1261.44,25,28.026876,1.314005,0.163843,6.467761,35.972485,34.494637,2,Punto_5,3/27/2016,1/26/2016,2/25/2016,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
1_4,0.137400001,0.191599995,0.108999997,0.103799999,0.090599999,0.069300003,0.107299998,0.206,0.230538939,0.844361605,0.626086942,0.957426187,0.506385709,0.56889353,0.959745817,1.15429404,0.866330385,0.781569992,1.866330385,1.143678168,81,3.995796,7.5,2.52,36,41,1804.8,25,14.862432,0.234132,3.602477,2.272923,20.971964,17.135355,2,Punto_5,5/13/2016,3/13/2016,4/12/2016,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
2_4,0.141249999,0.192699999,0.108199999,0.108800001,0.100450002,0.078749999,0.109350003,0.219600007,0.261714856,0.918609955,0.636405118,0.953636391,0.508132353,0.561494549,0.717119024,1.307359227,0.764900709,0.635779863,1.764900709,1.090297234,62.95,3.89249,7.8,8.12,26,30,1363.2,40,17.49527,0.146223,1.089237,0,18.73073,17.49527,4,Punto_5,6/17/2016,4/17/2016,5/17/2016,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
3_4,0.145099998,0.193800002,0.1074,0.113799997,0.110299997,0.088200003,0.111400001,0.233199999,0.292828693,0.99012564,0.645635251,0.9502786,0.537309455,0.55417956,0.733004673,1.275555586,0.783972107,0.727818857,1.783972107,1.119283259,11,0.054011,7.6,7.78,14,11,2489.6,15,0.19897,0.08864,2.966255,2.035227,5.289092,2.234197,2,Punto_5,7/24/2016,5/24/2016,6/23/2016,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
4_4,0.130799994,0.194499999,0.101800002,0.099299997,0.094800003,0.078699999,0.106299996,0.214200005,0.265609174,0.891815674,0.628562197,0.959904566,0.563905907,0.523393329,0.748709988,1.250566819,0.799637401,0.821229077,1.799637401,1.145705472,75,2.929604,8.3,6.92,29,34,1913.6,60,14.812707,0.143649,0.691685,0,15.648041,14.812707,2,Punto_5,8/26/2016,6/26/2016,7/26/2016,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
5_4,0.131500006,0.141200006,0.064099997,0.100000001,0.084700003,0.061799999,0.090099998,0.183899999,0.301022885,0.940066652,0.629730653,0.904293826,0.52520777,0.453965967,0.672493544,1.204574391,0.830168736,0.773084449,1.830168736,1.075346256,9,1.573135,7.4,7.95,2.9,9,954.24,20,6.516456,2.86385,6.462073,0,15.842379,6.516456,2,Punto_5,10/5/2016,8/5/2016,9/4/2016,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
6_4,0.128999993,0.128600001,0.070900001,0.090400003,0.080399998,0.054299999,0.082699999,0.130400002,0.272180444,0.972188613,0.624040933,0.889798165,0.6727562,0.551321928,0.931303117,1.37055023,0.729633966,0.964118595,1.729633966,1.467037409,48.45,2.28864,7.7,7.13,140,90,1452.8,30,6.23719,0.6559,3.135,1.31815,11.34624,7.55534,3,Punto_5,3/25/2017,1/23/2017,2/22/2017,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
7_4,0.130700007,0.158800006,0.090999998,0.094400004,0.086750001,0.064549997,0.103349999,0.203950003,0.258406711,0.839380763,0.625409975,0.973623533,0.642172506,0.573047826,1.003110357,1.480662964,0.675373143,0.765867398,1.675373143,1.36421726,74.63,3.0487,7.2,7.35,19,24,924.16,50,14.24505,0.12554,2.12672,2.63938,19.13669,16.88443,3,Punto_5,5/5/2017,3/5/2017,4/4/2017,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
8_4,0.137199998,0.1866,0.109049998,0.1087,0.10345,0.086099997,0.117150001,0.234899998,0.291222722,0.883055904,0.639006034,0.987908672,0.55769851,0.584405136,0.823047873,1.343919506,0.744092183,0.709340646,1.744092183,1.164577367,31.38,3.33879,7.1,6.67,7.6,11,1295.36,25,1.54379,1.61935,10.55741,0,13.72055,1.54379,2,Punto_5,6/16/2017,4/16/2017,5/16/2017,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
9_4,0.138549998,0.191200003,0.108499996,0.114950001,0.110349998,0.092500001,0.117650002,0.230450004,0.30864198,0.937951515,0.651156065,0.986799396,0.530105061,0.567468591,0.735262584,1.201509915,0.832286099,0.789546067,1.832286099,1.087112503,39.8,2.20387,7.1,6.84,5.8,11,1239.68,25,8.02846,0.64702,7.73176,0,16.40724,8.02846,2,Punto_5,7/28/2017,5/28/2017,6/27/2017,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
10_4,0.123899996,0.170300007,0.090999998,0.117600001,0.108199999,0.095600002,0.1039,0.215900004,0.365862991,1.041385931,0.669830913,0.966287022,0.549004971,0.534351113,0.724633871,1.192972935,0.838241984,0.852534602,1.838241984,1.120895532,33.34,4.2931,7.5,6.89,4.4,9,1318.4,25,10.173388,0.962283,5.76855,0,16.904221,10.173388,1,Punto_5,9/8/2017,7/9/2017,8/8/2017,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
11_4,0.123899996,0.143999994,0.090999998,0.117600001,0.108199999,0.095600002,0.1039,0.210899994,0.406808531,1.041385931,0.669830913,0.966287022,0.579849941,0.631944459,0.727539585,1.131799132,0.883549008,1.050549489,1.883549008,1.21007503,55.76,3.46965,7.5,3.01,9.8,13,1289.6,50,0.19135,0.16527,1.55421,14.96537,16.8762,15.15672,4,Punto_5,10/19/2017,8/19/2017,9/18/2017,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
12_4,0.132200003,0.076449998,0.042199999,0.089400001,0.0614,0.044599999,0.060449999,0.06425,0.37589549,1.015715487,0.566491358,0.68919682,0.579849941,0.551994772,0.860416678,1.131799132,0.883549008,1.050549489,1.883549008,1.21007503,49.88,1.48537,7.3,3.76,17,22.33,1587.2,18,8.631162,0.441545,6.630691,0,15.703398,8.631162,5,Punto_5,3/11/2018,1/9/2018,2/8/2018,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
13_4,0.126450002,0.101800002,0.057799999,0.089400001,0.073250003,0.0557,0.075450003,0.113349997,0.348997494,0.970841618,0.59896889,0.816360166,0.70737329,0.567779936,1.72923488,1.376681653,0.726384344,1.056872031,1.726384344,1.737327242,47.98,4.05058,8.1,7.89,15,18,774.4,60,11.604465,0.045613,0.317231,2.90545,14.872759,14.509915,5,Punto_5,4/13/2018,2/11/2018,3/13/2018,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
14_4,0.152099997,0.170599997,0.093699999,0.1197,0.111599997,0.082599998,0.106899999,0.256199986,0.312523642,1.043966302,0.652652371,0.930975718,0.645374483,0.549237988,1.242141449,1.315080838,0.760409529,0.963667849,1.760409529,1.433039695,34.92,2.18767,7.5,8.17,12,12,1112.96,18,13.311944,0.676751,4.010695,0.51107,18.51046,13.823014,4,Punto_5,5/27/2018,3/27/2018,4/26/2018,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
15_4,0.144600004,0.169650003,0.088500001,0.116149999,0.110650003,0.084849998,0.108199999,0.261849999,0.328684862,1.022643293,0.656250003,0.953802569,0.633011905,0.521662239,0.8915592,1.351089589,0.740143369,0.881536801,1.740143369,1.31196824,34.59,1.98453,8.1,6.87,7.4,11,1491.2,25,25.12188,0.004,2.3555,0,27,25,8,Punto_5,7/9/2018,5/9/2018,6/8/2018,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
16_4,0.120200001,0.074100003,0.035500001,0.087399997,0.069600001,0.047699999,0.059700001,0.099399999,0.435218954,1.165829142,0.614962788,0.770101264,0.63830403,0.47908232,0.852343066,1.304066059,0.766832319,0.958757038,1.766832319,1.308335758,50.76,3.77109,7.3,9.21,11,13,1427.2,50,26.254547,1.015246,3.855048,0,31.124841,26.254547,3,Punto_5,11/8/2018,9/8/2018,10/8/2018,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
17_4,0.12235,0.076549999,0.03655,0.0858,0.062199999,0.0458,0.058200002,0.082350001,0.404951375,1.068728468,0.582791881,0.716027358,0.836538471,0.477465716,1.622132205,1.459119546,0.685344805,1.343661901,1.685344805,1.887019199,64,3.8334,7.8,4.99,8,30,1600,50,24.194824,0.036104,0.097868,0,24.328796,24.194824,6,Punto_5,12/13/2018,10/13/2018,11/12/2018,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
18_4,0.121299997,0.0788,0.041200001,0.0823,0.057100002,0.0374,0.052200001,0.0726,0.311666662,1.093869749,0.578423251,0.688720886,0.755312667,0.522842648,1.598301774,1.35807856,0.736334428,1.253077976,1.736334428,1.797207005,84.7,2.48326,7.8,6.06,50,59.5,1644.8,15,20.013908,0.670299,5.660401,0,26.344608,20.013908,4,Punto_5,2/14/2019,12/15/2018,1/14/2019,"{""type"":""Point"",""coordinates"":[-100.20026,25.82832]}"
0_5,0.129800007,0.129199997,0.071199998,0.090400003,0.069700003,0.057,0.089100003,0.079000004,0.284431145,0.782267117,0.577561327,0.850107067,0.726463121,0.551083592,1.539340058,1.526738022,0.65499122,0.907766968,1.65499122,1.773536903,60,2.869502,7.9,5.47,26,28,1418.88,25,19.997015,1.297839,2.604687,0.02,23,20,2,Punto_6,3/27/2016,1/26/2016,2/25/2016,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
1_5,0.141299993,0.194199994,0.112800002,0.100699998,0.088600002,0.073700003,0.113499999,0.152099997,0.24006516,0.780616766,0.599619905,0.940000023,0.543681775,0.580844518,1.004644042,1.222807064,0.8177905,0.800561818,1.8177905,1.248830013,67,2.1055,8,6.75,39,54,1323.52,30,12.823109,0.833293,1.463541,1.553491,16.673434,14.3766,2,Punto_6,5/13/2016,3/13/2016,4/12/2016,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
2_5,0.140200004,0.177900001,0.096699998,0.102899998,0.090350002,0.070500001,0.106749997,0.154200003,0.256737078,0.84637007,0.616230862,0.935453221,0.475067022,0.543563783,0.727600397,1.202170939,0.831828459,0.653368812,1.831828459,1.015013379,25.14,2.337723,7.8,6.96,12,9,1907.2,25,9.968126,2.635171,2.659753,0.448252,15.711302,10.416378,4,Punto_6,6/17/2016,4/17/2016,5/17/2016,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
3_5,0.1391,0.161599994,0.080600001,0.105099998,0.092100002,0.067299999,0.100000001,0.156299993,0.277869533,0.921000005,0.633065816,0.930717073,0.540370829,0.498762401,0.788083209,1.281560289,0.780298835,0.729058975,1.780298835,1.155801445,36.52,3.192427,8.1,8.82,20,21,1894.4,40,15.931958,0.965731,1.644522,1.178067,19.720278,17.110025,2,Punto_6,7/24/2016,5/24/2016,6/23/2016,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
4_5,0.131200001,0.170599997,0.084799998,0.092200004,0.081699997,0.061500002,0.101800002,0.221300006,0.240798759,0.802553983,0.6103896,0.95225738,0.622718064,0.497069162,0.860767362,1.368499299,0.730727448,0.834987575,1.730727448,1.333333333,19.45,0.758082,7.9,7.53,4.1,11,1043.84,25,4.587569,2.302267,4.555181,0.834661,12.279678,5.42223,2,Punto_6,8/26/2016,6/26/2016,7/26/2016,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
5_5,0.126000002,0.109499998,0.048599999,0.085100003,0.071000002,0.043400001,0.075599998,0.075000003,0.274509813,0.939153492,0.613359535,0.865407309,0.558441542,0.443835617,0.769050427,1.328455202,0.752754025,0.72523589,1.752754025,1.188653463,11,1.7713,8.2,5.76,28,33,1717.76,15,4.319666,2.500402,6.797928,1.531306,15.149302,5.850972,2,Punto_6,10/5/2016,8/5/2016,9/4/2016,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
6_5,0.126699999,0.096900001,0.065499999,0.092200004,0.073299997,0.057799999,0.075199999,0.055799998,0.355911322,0.974734011,0.598120706,0.804878034,0.771739154,0.67595457,1.150684967,1.635944725,0.611267597,0.893004142,1.611267597,1.696739181,24.01,1.24552,8.1,8.79,6.6,9,1349.12,30,8.62469,2.59189,7.17197,0.58988,18.97843,9.21457,3,Punto_6,3/25/2017,1/23/2017,2/22/2017,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
7_5,0.128150001,0.149000004,0.084200002,0.092600003,0.079949997,0.0601,0.093450002,0.133149996,0.257718691,0.855537671,0.614384894,0.921115529,0.594484981,0.565100671,1.307533513,1.26816606,0.788540264,0.882442746,1.788540264,1.342254694,76.88,4.40465,7.5,7.1,33,45,917.12,30,9.855,0.50732,4.79187,2.6082,17.76239,12.4632,3,Punto_6,5/5/2017,3/5/2017,4/4/2017,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
8_5,0.146149993,0.182999998,0.100400001,0.106150001,0.095749997,0.071199998,0.113899998,0.166350007,0.251234998,0.840649675,0.624111291,0.964573285,0.554054026,0.548633889,0.860067099,1.33028281,0.751719854,0.713776707,1.751719854,1.195772676,33.31,1.12371,7.3,6.71,16,16,947.2,30,2.31913,0.53997,6.87615,1.49493,11.23018,3.81406,2,Punto_6,6/16/2017,4/16/2017,5/16/2017,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
9_5,0.149100006,0.169699997,0.09285,0.110399999,0.098250002,0.072750002,0.1087,0.157100007,0.27709009,0.903863863,0.62799096,0.932837477,0.557983666,0.547142024,0.798633849,1.344803356,0.743603141,0.709163324,1.743603141,1.176573421,48.68,3.17862,7.4,7.04,26,33.67,1104.64,15,9.583384,0.515076,6.085307,0,16.183767,9.583384,2,Punto_6,7/28/2017,5/28/2017,6/27/2017,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
10_5,0.1294,0.091899998,0.0458,0.089000002,0.0757,0.051399998,0.073600002,0.054400001,0.373275227,1.028532585,0.610452193,0.825774352,0.593297105,0.498367804,0.878609361,1.350515447,0.740458025,0.783521835,1.740458025,1.259963757,25.72,1.7136,7.6,6.89,8.3,13.5,1159.68,30,4.838984,0.99535,7.068262,0,12.902596,4.838984,1,Punto_6,9/8/2017,7/9/2017,8/8/2017,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
11_5,0.131950006,0.089649998,0.041749999,0.097949997,0.083099999,0.064800002,0.0735,0.055750001,0.493150711,1.130612226,0.614353555,0.795933888,0.778806593,0.465699944,1.408052254,1.472762691,0.678996016,1.122270696,1.678996016,1.694444481,80.84,2.75352,7.5,7.34,23,23.67,727.04,50,12.21145,0.42605,1.81807,0,14.45557,12.21145,4,Punto_6,10/19/2017,8/19/2017,9/18/2017,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
12_5,0.129099995,0.0792,0.046799999,0.092600003,0.067699999,0.052700002,0.066500001,0.045400001,0.418253988,1.018045082,0.58418368,0.738173827,0.779915514,0.590909078,1.471835018,1.282407352,0.779783427,1.552095889,1.779783427,1.699202197,39.15,2.26439,8,9.16,18,26,1359.36,15,7.73362,1.07662,5.54031,1.66855,16.0191,9.40217,5,Punto_6,3/11/2018,1/9/2018,2/8/2018,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
13_5,0.123499997,0.080700003,0.046799999,0.085500002,0.067699999,0.050799999,0.070100002,0.0561,0.398431364,0.965763148,0.589684379,0.790590955,0.680401993,0.579925616,1.630050449,1.284629912,0.778434311,1.126068444,1.778434311,1.611055284,50.19,3.04179,7.9,6.65,23,29.33,1265.92,30,8.160942,1.079561,8.779614,1.58969,19.609807,9.750632,5,Punto_6,4/13/2018,2/11/2018,3/13/2018,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
